google_id,name,dept,h_index,i10index,min_year,max_year,t_publication,t_pubs_citations,highest_citations,mean_of_IF,mean_of_co_authors,num_nsf,t_deflated_nsf,num_nih,t_deflated_nih,Y05yr,KTotal,KDirect,KMediated,Chi,BetCentrality,PRCentrality,XDIndicator,SchoolRank
pcMNdKUAAAAJ,JOHANN K EBERHART ,BIO,19,23,2000,2016,32,1576,221,5.46,5.438,0,0,20,3244411,2000,135,5,130,0.16279069767441862,597.5421436586445,0.00018526523592600084,BIO,30
PCSnKs8AAAAJ,NICHOLAS C CARPITA ,BIO,66,127,1976,2016,151,18081,3161,6.467,6.046,0,0,0,0,1975,523,11,512,0.3591549295774648,6727.478107877157,0.0003321022292482176,XD,55
pD3vFHoAAAAJ,PAUL D BIENIASZ ,BIO,68,119,1993,2016,123,17049,1381,10.845,5.846,0,0,0,0,1990,235,3,232,0.10033444816053512,165.52520293337264,0.00013158427596262641,BIO,14
Pd8-ju0AAAAJ,STEFANIE TELLEX ,CS,20,27,2002,2016,50,1709,335,1.594,4.78,2,311137,0,0,2000,141,7,134,0.05952380952380952,5075.542112582668,0.00023905953954928222,CS,20
PDOSGdIAAAAJ,NICOLE KING ,BIO,27,41,1996,2016,51,5743,1174,12.183,5.843,1,340109,11,2805095,1995,406,12,394,0.23717948717948717,9080.83854263929,0.00040994076162048816,BIO,4
pdpOwtkAAAAJ,T M MURALI ,CS,26,35,1997,2016,53,2934,375,5.015,4,3,1412857,3,1085777,1995,240,7,233,0.31958762886597936,1041.9613221554812,0.00018731580748688619,CS,40
pdSlnRwAAAAJ,EVE A EMSHWILLER ,BIO,14,18,1998,2017,26,549,115,2.263,4.885,4,434106,0,0,1995,35,0,35,0.04395604395604396,0,0,BIO,18
PDZvz_YAAAAJ,DAVID F REDMILES ,CS,35,82,1989,2016,129,4647,530,1.881,3.372,8,5874700,0,0,1985,140,6,134,0.06666666666666667,237.5080098068758,0.0001786699996570909,CS,29
Pe3ZnfIAAAAJ,KARIN S PFENNIG ,BIO,19,26,1997,2016,36,1994,606,5.335,3.5,5,632317,0,0,1995,103,6,97,0.10526315789473684,1082.3628216106556,0.00019598371988099932,BIO,26
PEcyW5AAAAAJ,STEPHEN A JESCH ,BIO,17,19,1994,2015,18,1030,174,4.689,5.556,0,0,0,0,1990,101,3,98,0.13559322033898305,236.71135864012348,0.00013119343967228007,BIO,11
pEd15xAAAAAJ,KATI WHITE MIGLIACCIO ,BIO,18,28,2006,2017,63,936,137,2.384,5.222,1,309034,0,0,2005,84,4,80,0.10144927536231885,1122.865080256446,0.00018709544317831677,BIO,55
pEU-dQUAAAAJ,HOWARD A SHUMAN ,BIO,59,112,1975,2016,121,9877,531,5.643,4.678,1,379888,30,12921582,1975,283,5,278,0.08424908424908426,2107.1068680326343,0.00020320528590075677,BIO,14
PF5yTcsAAAAJ,DAVID JOHN BOTTJER ,BIO,61,173,1977,2016,224,12649,781,6.113,4.116,16,2111029,0,0,1975,409,3,406,0.11518324607329843,0,0.0001259160086662679,BIO,55
PfeGL9gAAAAJ,JOSE AB FORTES ,CS,42,115,1984,2016,201,7355,620,1.733,3.721,46,36394597,0,0,1980,311,12,299,0.1694915254237288,6571.346482840012,0.00031863286822491336,XD,48
pFIoo0kAAAAJ,WOLFGANG LUKOWITZ ,BIO,26,31,1994,2016,30,3710,490,10.639,7.633,3,1104211,0,0,1990,126,2,124,0.125,45.37583831493417,0.00009845127640789643,BIO,42
pGGjfS8AAAAJ,DANIEL J KLIONSKY ,BIO,108,273,1982,2017,264,28230,1286,8.434,4.583,1,361533,21,9967276,1980,439,16,423,0.24921630094043887,17262.696924694475,0.0005147478594845076,XD,19
pGKFPa8AAAAJ,ANGELIKA AMON ,BIO,58,113,1991,2017,108,12109,792,15.055,4.704,1,592676,0,0,1990,487,11,476,0.15384615384615385,7754.399263870648,0.00040842970747130715,BIO,1
pGPuloMAAAAJ,MARK A BEE ,BIO,31,62,1996,2016,75,2691,177,2.692,3.227,5,1016091,0,0,1995,68,5,63,0.45098039215686275,1004.9770750608801,0.00019109283033143156,XD,34
Ph16U5wAAAAJ,RUSSELL HIGHSMITH TAYLOR ,CS,68,294,1972,2017,447,22733,963,2.454,5.481,19,59775734,12,7411646,1970,524,7,517,0.10866574965612105,1364.10923084868,0.00024179707817406176,CS,28
PH4mytYAAAAJ,JOSEPH A KONSTAN ,CS,67,123,1991,2016,157,39489,6027,1.885,3.771,15,7748075,0,0,1990,360,12,348,0.0903954802259887,4906.936096029791,0.00028996864569210063,CS,29
PHGvd5cAAAAJ,RABI N MAHAPATRA ,CS,21,52,1990,2016,121,1715,122,0.966,2.942,5,618560,0,0,1990,131,3,128,0.12359550561797752,610.3621028121391,0.00010283806820736004,CS,40
PHhhXC0AAAAJ,ALAN BARRY ROSE ,BIO,20,25,1985,2016,32,2663,867,6.306,3.813,1,1016400,0,0,1985,98,0,98,0.16666666666666666,0,0,BIO,19
pHSfld4AAAAJ,ROBERT WARNER STERNER ,BIO,49,80,1984,2016,76,7803,917,4.963,3.987,14,3828319,0,0,1980,213,6,207,0.0763888888888889,12255.394569793347,0.0002133240123232831,XD,34
PiddTHsAAAAJ,JOHN C SCHIMENTI ,BIO,44,121,1982,2016,156,6506,475,7.777,5.442,5,1391887,0,0,1980,439,8,431,0.1559633027522936,6051.324203542146,0.000233319705615915,XD,11
piKM5NcAAAAJ,EROL AKCAY ,BIO,13,18,2006,2016,29,823,192,7.96,3.724,0,0,0,0,2005,98,6,92,0.09523809523809523,2623.166115232183,0.00022612135102956162,BIO,19
Pil9rEEAAAAJ,RICHARD ALAN DEMILLO ,CS,33,55,1972,2012,56,6664,1848,1.31,2.911,4,1945454,0,0,1970,92,4,88,0.08,1942.2416018364204,0.00014629287930720703,CS,9
PiZymREAAAAJ,CHRIS PEIKERT ,CS,35,51,2001,2016,58,6589,917,1.04,2.931,5,995819,0,0,2000,116,10,106,0.03333333333333333,681.8338476257455,0.00022401675240436787,CS,13
pJ28HA0AAAAJ,BART SELMAN ,CS,66,140,1985,2016,198,23238,1781,6.722,3.152,10,12795171,0,0,1985,203,11,192,0.09848484848484848,3986.5659317658287,0.0002683916823059511,CS,6
PjCDBjIAAAAJ,OLGA G TROYANSKAYA ,CS,48,85,2001,2016,104,13300,2340,9.287,8.644,5,3275862,0,0,2000,717,22,695,0.7062374245472837,26706.035649574147,0.000550977871038923,XD,8
Pjjq5SQAAAAJ,DIPAK GHOSAL ,CS,29,80,1986,2016,138,8648,4995,2.372,3.978,9,2951987,0,0,1985,374,6,368,0.13013698630136986,890.1044896339147,0.00017193510039837588,CS,34
PJQPzgcAAAAJ,KAMESH MUNAGALA ,CS,34,54,2000,2016,71,3969,681,1.179,3.324,0,0,0,0,2000,281,8,273,0.2876712328767123,4631.3011042185635,0.00021296537636488762,XD,25
PJUjtoQAAAAJ,ACHILLEAS ANASTASOPOULOS ,CS,20,33,1995,2017,80,1473,141,2.437,2.713,5,2836522,0,0,1995,37,5,32,0.061224489795918366,903.4408132248366,0.0001673648425515905,CS,13
pK034F0AAAAJ,DAVID SCOTT GOLDFARB ,BIO,40,63,1981,2015,59,4641,469,8.816,3.559,2,1088448,5,1258591,1980,149,3,146,0.17757009345794392,4285.68943713784,0.00013559996262358596,XD,68
PKBiSCoAAAAJ,DAVID RICHARD RAYMOND ,CS,9,8,1998,2014,14,738,344,2.039,3,8,3976334,0,0,1995,8,1,7,0,0,0.0000643719392172827,CS,40
PkfChMgAAAAJ,RANDY HOWARD KATZ ,CS,111,289,1980,2016,348,62009,13085,2.094,3.836,16,24782657,0,0,1980,701,30,671,0.13793103448275862,16918.812386352056,0.0006269943104037858,CS,1
PKr0chgAAAAJ,S SHARMA ,BIO,17,33,1973,2012,20,643,485,3.046,3.85,0,0,0,0,1970,198,11,187,0.21003134796238246,7646.656264113599,0.0003076603090883433,XD,30
pktpbkEAAAAJ,FRANCOIS M LUTZONI ,BIO,50,99,1988,2017,119,12672,1574,5.048,8.076,17,6927064,0,0,1985,300,5,295,0.08333333333333333,785.0417806671276,0.00017873674244561126,BIO,11
pKuBFaQAAAAJ,DEMETRI TERZOPOULOS ,CS,76,179,1980,2016,248,52300,20424,2.86,3.101,3,3394897,0,0,1980,353,14,339,0.1476510067114094,5099.8644834267325,0.000347355377395656,XD,13
pL-Wh50AAAAJ,KEVIN J PETERSON ,BIO,51,81,1995,2016,74,8510,781,7.741,8.757,4,1288568,0,0,1995,610,13,597,0.3367768595041322,20870.236670447255,0.00040683234192864706,XD,38
PLJ0L4QAAAAJ,DEBORAH L MCGUINNESS ,CS,63,148,1988,2016,242,20183,4538,2.112,5.256,6,3800600,1,1028656,1985,511,14,497,0.1561771561771562,4381.515057205471,0.0003277076197368535,CS,52
PLt9wB8AAAAJ,VS A SUBRAHMANIAN ,CS,61,217,1987,2016,296,11463,769,2.295,3.341,0,0,0,0,1985,290,16,274,0.08898305084745763,11237.597736201747,0.00041709872531697567,CS,15
pLVAYawAAAAJ,ALLAN T GULLEDGE ,BIO,16,17,1998,2016,19,1640,335,4.959,3.211,2,841073,0,0,1995,55,0,55,0.03333333333333333,0,0,BIO,38
plvmvDcAAAAJ,SM NIAZ ARIFIN ,CS,9,9,2003,2015,15,352,222,2.961,4.133,0,0,0,0,2000,33,2,31,0.21739130434782608,28.23320453778201,0.00009150347780283749,CS,60
plYoF-MAAAAJ,PAUL WILLIAM BEAME ,CS,38,83,1982,2016,100,5004,327,0.906,4.25,17,5762011,0,0,1980,391,12,379,0.1497326203208556,7609.145550537445,0.0003302768356425647,XD,6
Pm23sq4AAAAJ,ETIENNE VOUGA ,CS,13,13,2007,2016,21,618,90,5.37,4.619,0,0,0,0,2005,211,7,204,0.16326530612244897,2216.786176559291,0.00019955795323667167,XD,9
pM6S00EAAAAJ,JAMES RICHMOND WALTERS ,BIO,11,11,2002,2016,19,654,153,4.864,10.158,3,818117,1,10733,2000,272,3,269,0.740506329113924,2101.6854498267257,0.00013282476845403378,XD,68
PN-rzYUAAAAJ,C DAVID SHERRILL ,CS,60,148,1992,2016,173,13937,1907,4.214,5.266,0,0,0,0,1990,265,4,261,0.1527777777777778,1756.5422483459095,0.00014953199259198165,XD,9
PNalJ58AAAAJ,REBECCA ELIZABETH GRINTER ,CS,52,98,1994,2016,116,10470,653,1.562,3.638,6,1833992,0,0,1990,239,12,227,0.1056338028169014,3212.2362420226164,0.00029713780254568973,CS,9
pnB9KEYAAAAJ,KERWYN CASEY HUANG ,BIO,30,53,2003,2017,67,2497,214,8.047,5.731,2,951694,8,3409778,2000,293,11,282,0.16336633663366337,5250.479548797152,0.0003411757828015841,BIO,1
Pnev7hAAAAAJ,WALLAPAK TAVANAPONG ,CS,19,44,1995,2016,88,1599,263,3.955,4.693,4,1324132,0,0,1995,127,1,126,0.1643835616438356,0,0.00007265640630090944,CS,63
pNKH6b8AAAAJ,SOUMITRA SENGUPTA ,BIO,15,20,1986,2009,36,1060,139,2.169,4.222,1,69507,0,0,1985,64,5,59,0.4406779661016949,514.8010567036258,0.00013637086111729409,XD,14
pOd2M64AAAAJ,DAVID PAUL WILLIAMSON ,CS,42,66,1990,2016,81,9600,2835,1.288,2.864,5,924652,0,0,1990,142,7,135,0.07246376811594203,500.7045400445694,0.00017596667131748104,CS,6
PogsVkYAAAAJ,STEVEN K FEINER ,CS,68,181,1981,2016,235,13216,1133,1.71,3.455,13,10979175,0,0,1980,369,26,343,0.2435064935064935,18406.889739523,0.0005826397497710238,XD,15
pouyVyUAAAAJ,PERCY S LIANG ,CS,29,51,2005,2016,78,3803,391,1.356,2.949,2,772896,0,0,2005,173,9,164,0.140625,1920.0576270326349,0.0002259093995044324,CS,1
POWKkqEAAAAJ,SERAFIM BATZOGLOU ,CS,49,74,1996,2016,87,14477,1471,11.994,10.08,5,6215256,7,3717097,1995,975,31,944,0.83,17668.101481504975,0.0006958659875042324,XD,1
pPB_WK0AAAAJ,TANDY JO WARNOW ,CS,55,135,1990,2016,160,8942,416,5.545,5.206,19,22330141,0,0,1990,745,18,727,0.7485549132947977,21817.94001931777,0.0004918010966441055,XD,5
pPInY4UAAAAJ,WEI D LU ,CS,49,83,1999,2016,125,14268,1366,10.246,4.464,0,0,0,0,1995,381,4,377,0.3880597014925373,5373.637175140836,0.00019487849502786603,XD,13
pPUjlKwAAAAJ,FRANCIS KH QUEK ,CS,32,89,1985,2017,164,4768,910,2.242,3.53,24,12523610,0,0,1985,182,9,173,0.13245033112582782,3705.053991324992,0.0002879420033676829,CS,40
PQakxO4AAAAJ,CHRISTOPHER DUANE CAROTHERS ,CS,24,43,1994,2017,81,2020,203,1.328,4.407,11,10021050,0,0,1990,226,8,218,0.2265625,2560.8276503322522,0.0002229492154865333,XD,52
PqdLgQ0AAAAJ,DARRELL DON LONG ,CS,49,150,1987,2016,202,9858,1069,1.368,4.139,16,5000083,0,0,1985,300,7,293,0.39114391143911437,7280.412605548273,0.00022492964631645035,XD,56
pQJjz8MAAAAJ,SARAH A TISHKOFF ,BIO,48,83,1993,2017,109,9403,1045,12.505,13.927,10,5940114,0,0,1990,703,17,686,0.3882646691635456,5624.694716971653,0.00044283411541296464,XD,19
PQJuazcAAAAJ,WEI JEN TANG ,BIO,48,92,1987,2016,106,7796,706,7.227,7.066,0,0,40,7477869,1985,372,8,364,0.09852216748768473,5583.226846976609,0.00030333951949168325,BIO,14
pQL5X08AAAAJ,LIONEL A CHRISTIAEN ,BIO,21,31,2002,2016,37,1140,95,11.065,5.811,0,0,11,2820880,2000,104,2,102,0.14563106796116504,990.9439264845441,0.0000867793771022871,XD,68
PqQAVcAAAAAJ,KATRINA LIGETT ,CS,16,22,2007,2016,32,1324,418,1.573,3.5,4,1210972,0,0,2005,210,12,198,0.09836065573770492,2364.818586630422,0.0002826622227113372,CS,11
PqtYDZQAAAAJ,RAYMOND L RODRIGUEZ ,BIO,45,93,1973,2016,118,11619,5602,5.353,5.288,5,2294433,7,9299399,1970,171,4,167,0.07641196013289037,924.444538299788,0.00016376919826696401,XD,19
PR-ZnJUAAAAJ,CHRISTIAN KAESTNER ,CS,42,105,2006,2016,126,5856,416,1.184,4.317,0,0,0,0,2005,80,6,74,0.037383177570093455,1287.3031127819818,0.0002039990536335496,CS,1
pr8YcVIAAAAJ,JONATHAN Z SIMON ,BIO,31,51,1988,2016,76,3683,348,4.438,3.513,4,3736124,10,1726852,1985,25,1,24,0.19480519480519481,0,0.00010696156569493014,BIO,55
prJFPwUAAAAJ,BOYANA R NORRIS ,CS,21,33,1998,2015,84,1304,267,1.374,6.345,7,2708506,0,0,1995,371,9,362,0.18565400843881857,6353.730080120479,0.00027596218610391026,XD,63
pRWAwVEAAAAJ,KENNETH MATTHEW OLSEN ,BIO,33,54,1990,2016,73,5094,706,6.928,4.507,12,6719701,0,0,1990,233,4,229,0.18571428571428572,1259.4211381307955,0.00013137908277972209,XD,11
PRX7FxYAAAAJ,SUZANNE HENSON ALONZO ,BIO,25,44,1999,2016,57,1717,141,2.949,2.632,8,2047449,0,0,1995,92,1,91,0,0,0.00006406530651645868,BIO,55
PsBGmRcAAAAJ,DAN RK PORTS ,CS,13,14,2005,2016,22,1019,372,1.6,5.182,0,0,0,0,2005,96,8,88,0.18604651162790697,1516.679465886208,0.00019212812891674562,CS,6
PsfY-UcAAAAJ,SAE WOONG PARK ,BIO,10,11,2003,2017,17,325,58,4.037,8,0,0,0,0,2000,65,1,64,0.2647058823529412,0,0.0000809749361240984,XD,26
PsGxHG0AAAAJ,ANA MILANOVA ,CS,17,23,2001,2016,41,1421,322,1.164,2.439,2,744879,0,0,2000,78,4,74,0.2857142857142857,542.8276205142022,0.00013469215787100945,CS,52
pSqVgOkAAAAJ,FLORIAN METZE ,CS,30,86,1996,2016,117,2684,207,2.631,4.983,3,649801,0,0,1995,222,14,208,0.11160714285714286,3174.8011105168894,0.00035093971968074586,CS,1
PswI6pYAAAAJ,MICHAEL IAN SHAMOS ,CS,22,31,1975,2012,25,2904,1230,0.754,1.8,0,0,0,0,1975,38,2,36,0,87.71730556536535,0.00008632279652050234,CS,1
Pt4QxysAAAAJ,MIA T LEVINE ,BIO,10,10,2004,2016,14,468,183,7.723,3.357,1,12153,0,0,2000,41,3,38,0.22727272727272727,210.17911213156964,0.0001201576429911698,BIO,19
pT8-2f0AAAAJ,DAMON MCCOY ,CS,26,43,2006,2016,60,3984,682,1.645,5.917,3,353521,0,0,2005,240,15,225,0.03424657534246575,1093.9605835144123,0.00030716694971450945,CS,70
PTHL_cUAAAAJ,STEVEN H KLEINSTEIN ,BIO,29,57,2000,2017,79,2987,441,9.313,8.975,0,0,10,3608949,2000,506,10,496,0.20544554455445543,2172.019837466067,0.00029224010118281693,XD,7
pUaHHjUAAAAJ,GUEVARA NOUBIR ,CS,25,39,1993,2016,96,2550,309,1.864,3.281,10,3043356,0,0,1990,173,5,168,0.15625,260.00588948595,0.00015096626590411605,CS,60
PUFxrroAAAAJ,EDUARD H HOVY ,CS,68,234,1984,2016,293,20379,1380,1.695,3.86,17,9269724,0,0,1980,424,20,404,0.12060301507537688,14496.829328919204,0.00047139104612971944,CS,1
PUKbgQ0AAAAJ,SAIKAT MUKHOPADHYAY ,BIO,13,15,2001,2017,20,887,144,7.417,5.45,0,0,2,254072,2000,102,1,101,0.13559322033898305,0,0.00007369079827695441,BIO,19
puOEoqoAAAAJ,THOMAS M SCHMIDT ,BIO,55,94,1984,2016,108,16904,1826,6.575,5.074,12,9510246,13,11495088,1980,354,11,343,0.1794871794871795,20250.120141939664,0.0003698511091218891,BIO,19
puQs_pcAAAAJ,GRAHAM F HATFULL ,BIO,67,162,1980,2016,190,14158,2086,7.795,6.589,5,1236611,0,0,1980,464,13,451,0.1287758346581876,13276.137170217613,0.0004417759649561128,XD,42
PVdTviYAAAAJ,SONGWU LU ,CS,61,91,1995,2014,115,20939,1428,2.186,4.513,10,4449824,0,0,1995,457,12,445,0.17266187050359713,3673.1371118950883,0.0002933217988938737,CS,13
PVdueKUAAAAJ,JOHN BLENIS ,BIO,97,176,1980,2016,189,42947,5651,9.601,5.847,0,0,45,21047395,1980,662,9,653,0.17543859649122806,8988.596978457153,0.0003060622150147359,XD,26
pwhyTq0AAAAJ,THOMAS WILLIAM REPS ,CS,71,165,1981,2016,173,18204,2128,1.032,3.092,12,4077026,0,0,1980,278,13,265,0.10236220472440945,5454.793821481117,0.0003036017980392864,CS,11
PWp9YUUAAAAJ,DAVID R CARRIER ,BIO,38,68,1979,2016,84,4198,515,4.813,2.905,10,1827757,0,0,1975,79,7,72,0.06666666666666667,6610.394009346411,0.00033536618169819455,BIO,55
pWZ7c4MAAAAJ,TODD ALAN PROEBSTING ,CS,24,38,1991,2016,48,2593,309,0.85,2.625,2,580700,0,0,1990,68,3,65,0.13157894736842105,0,0.00009796585172088187,CS,40
Px9wT4AAAAAJ,ANTHONY RAGNAR IVES ,BIO,65,151,1985,2017,169,16106,1998,6.303,3.325,18,12108269,0,0,1985,451,16,435,0.12648221343873517,19593.6305405314,0.0005250588871114671,BIO,18
PXbu1wIAAAAJ,XIANGYU ZHANG ,CS,31,71,1994,2016,106,3657,231,1.335,3.717,15,4285633,0,0,1990,456,16,440,0.26666666666666666,8159.024778708693,0.00039597465388267115,CS,20
pxc_-XYAAAAJ,MARTHA STONE PALMER ,CS,55,164,1981,2016,241,15270,2753,1.81,4.274,16,20193675,6,3441609,1980,274,17,257,0.18072289156626506,14558.243081125356,0.0004637142592121312,XD,40
pXDkqGMAAAAJ,KAVITA SARA PHILIP ,CS,12,14,1995,2016,21,409,198,0.768,1.762,0,0,0,0,1995,23,2,21,0,0,0.00008472590780719325,CS,29
Pxtfhy8AAAAJ,ANTHONY W TOMASO ,BIO,20,30,1998,2016,35,2562,1407,8.337,7.286,0,0,0,0,1995,223,5,218,0.11931818181818182,841.4510769023826,0.0002006334891951157,BIO,50
PxZT1sgAAAAJ,FRANCOIS JEROME GUIMBRETIERE ,CS,29,48,1999,2016,64,3894,368,1.632,4.328,10,3944345,0,0,1995,248,9,239,0.09565217391304348,3206.765606790735,0.00024637792813290765,CS,6
py3k-ykAAAAJ,VINCENT R RACANIELLO ,BIO,54,101,1979,2015,115,11316,1634,8.281,3.513,0,0,0,0,1975,189,2,187,0.09693877551020408,75.45327450070815,0.00009925042420028559,BIO,14
Py54GcEAAAAJ,ALEXANDER G HAUPTMANN ,CS,62,224,1983,2016,318,13046,655,2.734,4.283,0,0,0,0,1980,774,22,752,0.24274406332453827,19592.201154437913,0.0005141665966217824,XD,1
pydtIvYAAAAJ,DAVID L HU ,BIO,16,22,2003,2016,42,1435,438,8.002,3.643,9,2353623,0,0,2000,107,0,107,0.1935483870967742,0,0,BIO,55
pygPWvEAAAAJ,ADNAN Y DARWICHE ,CS,50,114,1988,2016,155,8081,648,2.636,2.916,6,2147942,0,0,1985,245,6,239,0.15384615384615385,3882.905945338564,0.00018815336840922537,CS,13
PyM-ZRAAAAAJ,ANDRE A DHONDT ,BIO,61,198,1966,2017,236,10643,677,3.829,3.258,11,12724623,0,0,1965,130,5,125,0.046875,717.0956447520753,0.00019504606404830463,BIO,11
PySbfcEAAAAJ,RASMUS NIELSEN ,BIO,99,209,1996,2017,234,42750,1972,14.123,14.987,7,8227539,17,5460171,1995,1698,49,1649,0.4222888555722139,93294.70371135914,0.001192773467846768,XD,4
PyuqtQcAAAAJ,JAMES LESLIE BECK ,CS,54,148,1969,2017,244,11313,955,1.845,3.045,11,2827590,0,0,1965,190,3,187,0.27802690582959644,6252.162289868347,0.00017956460598864187,XD,11
Pz0YttAAAAAJ,NASIR D MEMON ,CS,69,180,1989,2017,268,16727,1166,2.435,2.989,34,20917673,0,0,1985,198,7,191,0.07608695652173914,4503.576632422047,0.00022684957326825806,CS,70
PzaBy-UAAAAJ,MICHAEL LEE SCOTT ,CS,54,142,1983,2015,170,11359,1324,0.938,3.429,33,16205264,5,847752,1980,327,16,311,0.5895765472312704,14383.770437124289,0.00043024663940112115,XD,52
PzboucsAAAAJ,SENY FAKABA KAMARA ,CS,19,26,2002,2016,43,4173,1121,1.64,2.977,0,0,0,0,2000,166,6,160,0.019230769230769232,301.6777489496874,0.0001480141475159866,CS,20
pZhZndYAAAAJ,RONITT RUBINFELD ,CS,36,71,1989,2016,96,5882,890,0.954,3.604,9,3477742,0,0,1985,333,18,315,0.10526315789473684,6027.055942596858,0.0003951584303318617,CS,1
P_Xpuj0AAAAJ,JAN MARKUS SCHWAB ,BIO,40,66,2000,2016,72,4557,756,7.431,7.25,0,0,0,0,2000,91,0,91,0.03076923076923077,0,0,BIO,42
Q-3EgJ0AAAAJ,JIN JIANG ,BIO,40,58,1991,2016,64,6691,603,11.774,5.656,0,0,34,8909478,1990,504,5,499,0.3023255813953488,1513.0447053080165,0.0001961144563833758,XD,19
Q-As1CEAAAAJ,KEVIN SKADRON ,CS,58,144,1993,2017,213,15268,1585,1.186,4.174,21,5843215,1,0,1990,470,17,453,0.10666666666666667,5198.877013095687,0.00039700463775851306,CS,29
q-t3rScAAAAJ,BRENT DRENNEN MISHLER ,BIO,43,82,1979,2016,116,10039,2146,3.615,5.276,25,10674703,0,0,1975,525,9,516,0.20680628272251309,3674.9693259509295,0.0002823948428430873,XD,4
q0MzO6cAAAAJ,RAVI RAMAMOORTHI ,CS,46,99,1997,2017,132,8116,572,3.982,4.235,13,6332798,0,0,1995,284,33,251,0.13615023474178403,18899.35176323094,0.0007370091571253965,CS,15
q0nuNrEAAAAJ,ALOK NIDHI CHOUDHARY ,CS,59,307,1988,2016,484,13956,502,1.937,4.76,32,13964698,0,0,1985,982,39,943,0.2042360060514372,58278.06633149688,0.0009269458851814484,CS,34
q0xdxtsAAAAJ,CHERYL J BRIGGS ,BIO,45,83,1992,2016,69,5921,435,5.945,6.232,8,5171761,9,3694622,1990,211,10,201,0.08695652173913043,5380.34248953885,0.0003307298013434236,BIO,50
q16KVs0AAAAJ,DANIEL P HUTTENLOCHER ,CS,65,124,1983,2016,115,24660,4507,4.707,3.052,15,16045480,0,0,1980,167,8,159,0.08139534883720931,1192.6480893998248,0.0002108675639412849,CS,6
q1bkP7AAAAAJ,RICHARD M FUJIMOTO ,CS,57,275,1985,2016,228,10483,2168,1.145,3.583,22,29310513,0,0,1985,390,14,376,0.12554112554112554,7421.504782619472,0.0003572415179530608,CS,9
Q29WmWwAAAAJ,REMCO CHANG ,CS,24,36,2001,2016,79,1610,158,1.276,4.835,6,1706321,0,0,2000,133,9,124,0.08333333333333333,3955.360539830836,0.00027177808212824585,CS,70
Q2yN84AAAAAJ,MICHAEL DINITZ ,CS,13,15,2004,2017,26,539,165,0.918,2.462,2,538429,0,0,2000,107,3,104,0.034482758620689655,1119.2884679708825,0.00010582818561400505,CS,28
Q3FvLzUAAAAJ,M ZUBAIR SHAFIQ ,CS,20,25,2006,2016,53,1452,165,2.324,3.962,0,0,0,0,2005,96,1,95,0.0967741935483871,0,0.000061033254743214475,CS,63
Q3KRC5gAAAAJ,JAREK ROMAN ROSSIGNAC ,CS,53,144,1986,2016,183,9966,1037,2.09,3.475,7,5518141,0,0,1985,227,9,218,0.1,2099.5648788816206,0.00023999665530858785,CS,9
Q3xxVngAAAAJ,JAMES DAVID HERBSLEB ,CS,56,108,1979,2016,126,14708,1743,1.901,3.397,0,0,0,0,1975,188,10,178,0.056338028169014086,2046.3786994541047,0.0002585897881767739,CS,1
Q4DTPw4AAAAJ,PRADEEP K RAVIKUMAR ,CS,29,43,1997,2016,79,6473,1784,2.15,3.62,8,1047547,0,0,1995,143,7,136,0.22666666666666666,488.3369074969426,0.00019141264761780277,CS,9
q4jzCrYAAAAJ,GABOR BALAZSI ,BIO,25,34,1997,2016,55,2813,638,5.547,5.036,1,475460,13,6526209,1995,253,9,244,0.44654088050314467,7684.633486221747,0.00028141503197066844,XD,55
Q4NenncAAAAJ,GREGORY A VOTH ,BIO,89,403,1984,2016,453,29313,795,4.225,3.94,19,13436273,41,8271563,1980,532,6,526,0.12091503267973856,3173.673033834245,0.00020403082032509638,XD,14
q5GIWC0AAAAJ,FRANZISKA ROESNER ,CS,12,15,2007,2016,27,1847,682,3.301,4.963,5,670784,0,0,2005,242,13,229,0.04040404040404041,3486.6714257654016,0.0002877914353090902,CS,6
Q5KT-hEAAAAJ,VOLKAN ISLER ,CS,25,48,2001,2016,85,2611,215,2.196,3.2,0,0,0,0,2000,222,9,213,0.125,4051.687739955998,0.00023926181062010484,CS,29
q5RyRCMAAAAJ,NEAL S ROSEN ,BIO,99,218,1977,2016,272,33049,1960,11.56,9.261,0,0,39,10003638,1975,620,7,613,0.13543307086614173,8581.799297848604,0.00024180372596048272,XD,26
q5SugFoAAAAJ,JAMES ELLSWORTH FERRELL ,BIO,58,106,1979,2016,92,13867,1457,13.352,4.228,0,0,0,0,1975,460,10,450,0.49099099099099097,2113.3907029345405,0.00029337192116963597,BIO,1
q5z-aZEAAAAJ,T RM SEASTEDT ,BIO,56,139,1977,2011,95,7129,1149,2.94,3.2,0,0,0,0,1975,73,1,72,0.032520325203252036,0,0.00007175437156341002,BIO,30
q6CI9VcAAAAJ,PRASHANT P SHARMA ,BIO,19,31,2005,2016,46,1177,111,3.851,5.174,2,437102,0,0,2005,64,3,61,0.028846153846153848,15.723339878621953,0.00013139800296797647,BIO,18
q6HxSeUAAAAJ,ASIM YARKHAN ,CS,18,22,1995,2016,32,1293,167,0.894,7.281,1,157750,0,0,1995,229,4,225,0.2222222222222222,10.743683780790256,0.00013114893079551744,CS,70
q6LXYtUAAAAJ,MICHAEL L OVERTON ,CS,46,82,1979,2017,107,6874,566,2.027,2.505,22,5677262,0,0,1975,56,0,56,0.11594202898550725,0,0,CS,29
